Company Name,Target Status,Status (proposed),Public Website Homepage URL,Source,Street Address,City,State,Zipcode,Phone,Industries served,Products and services offered,Square footage (facility),Number of employees,Estimated Revenues,Years of operation,Ownership,Equipment,CNC 3-axis,CNC 5-axis,Spares/ Repairs,Family business,2nd Address,Region,Medical,Notes (Approach/ Contacts/Info),AI Failed Criteria,AI Filter Flag
Universal Metal Products,CX,,https://www.universalmetalproducts.com,LinkedIn,29980 Lakeland Boulevard,Wickliffe,OH,44092,(440) 943-3040,"Appliance OEM & Tier; Automotive & Truck; Industrial OEM, Fastener, Mining, and Construction ; Automotive, Appliance, Industrial (News: 2023) ; Automotive, Appliance (News) ; Automotive, Appliance (News: 2023)","Progressive die punch press and slide-form production capabilities; Engineering support, tooling, and die design; Value-added services including assembly, corrosion protection, and welding (robotic, mig, spot); In-house heat treating and automated phosphate line ; Precision metal stamping (News: 2023)",~30k ft² (site); expandable to ~240k ft² (site),90 (calc from revenue_site) ; 50 new jobs (News: 2023),$18M (calc from sqft),79 ; 75 (News: 2023),Privately held; woman-owned; certified by WBENC,Wire EDM ×3; CNC milling equipment; CNC lathe; 400 ton press; 600 ton press ; Advanced manufacturing technologies (News: 2023) ; Advanced automation and data analytics (News: 2023) ; New stamping presses (News: 2023),refer to site,refer to site,NI,NI,,No region,NI,,,
"KMM Group, Ltd",CY,"High-end, precision tooling shop",https://www.kmmgrp.com,LinkedIn,2200 Byberry Road,Hatboro,PA,19040,(888) 499-5657,"Medical Device components, including guidewires and implants; Aerospace components, such as valve spools and actuators; Defense industry parts, including micro hi-tech parts for robotics; High-tech industries, including mass spectrometry shafts and computer chip-making equipment ; aerospace, medical (News: 2023)","Precision machining and centerless grinding; Ultra-precise guidewire and corewire grinding; Third-party process management and dedicated R&D resources; Vertical machining (milling), wire EDM, ram EDM, and Swiss screw machining; Micro-machining, milling/turning, toolmaking, and CNC grinding; CNC; Wire EDM; Sinker EDM ; precision machining, engineering solutions (News: 2023)",~50k ft² (estimate),"""refer to site""",$20M (calc from employees); ~$10M (public: ZI 2023),NI,"Privately held; formed through the integration of KV Inc., M&S Centerless Grinding, and Meron Medical",CNC Mills (3-axis); Wire EDM; Sinker EDM; Swiss Screw Machines; CMM / Metrology Systems ; State-of-the-art technology (News: 2023),Yes,NI,Yes,NI,,NJ-E.Pa,Yes,,,
Tools Incorporated,C,,https://www.toolsinc.com,LinkedIn,W248 N5500 Executive Dr.,Sussex,WI,53089,(262) 246-3400,"Motorcycle, watercraft, and recreation vehicles; Appliance industry; Outdoor power equipment and agricultural sectors; Gaming industry ; Aerospace, Defense (News: 2023)","Design and engineering collaboration for robust manufacturing solutions; Tool design, building, repair, and troubleshooting for various stamping dies; Specialization in deep draw metal stampings and complex multi-station progressive stampings; Fabrication and assembly services, including forming, welding, and finishing ; Metal spinning, Fabrication services (News: 2023)","70,000 (site)",~50 (zoominfo) ; 50 (News: 2023),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",NI ; 70 (News: 2023),Privately held; family-owned; founded by Merle Snyder ; Family-owned (News: 2023),Makino; Yasda; Kern,refer to site,refer to site,Yes,Yes,,"Wisc ; Toledo, Ohio (News: 2023)",NI,,,
SIMTEC Silicone Parts,CY,"High-end, medical-focused moldmaker",https://www.simtec-silicone.com/,Gemini,9658 Premier Pkwy,Miramar,FL,33025,(945) 656-4212,Medical and Healthcare; Automotive; Consumer Products; Industrial Applications,LSR; liquid silicone rubber; ISO 13485; Clean room,~50k ft² (zoominfo),~100 (zoominfo),"""$12M (calc from employees); ~$15M (public: ZI 2023)""",NI,"Part of the Semperit Group, a global leader in rubber and plastic products.",Injection Molding Tryout Presses,NI,NI,NI,NI,,No region,Yes,,,
Extreme Molding,CY,"High-end, medical-focused moldmaker",https://www.extrememolding.com/,Gemini,339 Broadway,Menands,NY,12204,(518) 326-9319,Consumer Products; Female Healthcare Products; Infant Healthcare Products; Pet Products; Promotional Products ; Medical (News: 2023),Silicone Injection Molding; Overmolding; Compression and Transfer Molding; Packaging & Fulfillment; Color Matching; Value Added Secondary Operations; CAD Drawing Solutions; ISO 13485,~30k ft² (zoominfo),75–100 (site),"""$15M (calc from employees); ~$10M (public: ZI 2023)""",23,Privately held; women-owned by founders Lynn Momrow-Zielinski and Joanne Moon Duncan.,Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses,NI,NI,NI,refer to site,,No region,Yes,,,
"ProMed Pharma, LLC",CY,"High-end, medical-focused moldmaker",https://promedpharmallc.com/,Gemini,6765 Wedgwood Rd N,Maple Grove,MN,55311,(763) 331-3800,Medical Devices; Aerospace & Defense; Oncology; Women's Health,"Development and manufacturing of long-acting injectable and implantable dosage forms; Expertise in polymeric drug delivery technologies, including molding and extrusion; Comprehensive services from early-stage formulation to commercial manufacturing; Device assembly, packaging, and sterilization services; Analytical and stability testing for drug products",~30k ft² (public: ZI 2023),~100 (estimate),"""$20M (calc from employees); $18M (calc from sqft); ~$15M (estimate)""",20,Privately held; American-owned corporation.,Makino; Engel; Arburg,refer to site,refer to site,NI,NI,,Minn,Yes,,,
"ProMed Molded Products, Inc.",CY,"High-end, medical-focused moldmaker",https://promedmolding.com/,Gemini,15600 Medina Road,Plymouth,MN,55447,(763) 331-3800,Medical Devices; Pharmaceutical Dosage Forms; Security & Defense; Electronic & Wearable Devices,Silicone injection and compression molding; Thermoplastic injection molding and micro molding; Insert over molding; Advanced material blending; Automated assembly and testing; Customized packaging services; Optical inspection & sorting cells; ISO 13485,"134,000 ft² (site)",400 (calc from revenue_site),$80.4M (calc from sqft),36,"Privately held, possibly family-owned.",Engel Injection Molding Tryout Presses; Arburg Injection Molding Tryout Presses,NI,NI,NI,NI,,Minn,Yes,,,
Service Mold + Aerospace,CY,"High-end, precision tooling shop",https://www.service-mold.com/,Gemini,2711 St. Etienne Blvd,Windsor,ON,N8W 5B1,(519) 945-3344,Aerospace; Automotive; Medical; Commercial,"Design and manufacture of injection molds, compression molds, and blow molds; Precision machining with state-of-the-art 3-axis and 5-axis high-speed machines; Use of advanced CAM software and high-end tooling for machining processes; Expertise in aerospace, automotive, medical, and commercial sectors; CNC",~50k ft² (zoominfo),~100 (estimate),~$20M (calc from employees); ~$30M (calc from sqft); ~$15M (estimate),38,Privately held; led by a management team with extensive industry experience.,Makino A500Z (5-axis); Makino PS95 (3-axis); Makino S56 (3-axis); Zimmerman FZ33 (Compact); Parpas Diamond Linear 30; Hermle C650; Okuma M8-80V; DEA Beta SP Automatic CMM; FARO ION Laser Tracker; Hexagon AS1 Absolute Blue Light Scanner; Leica Absolute Tracker AT960; Maxiem 1530 Waterjet,Yes,Yes,NI,NI,,Canada,Yes,,,
Macfab Manufacturing,CX,,https://macfab.ca/,Gemini,330 Britannia Road East,Mississauga,Ontario,L4Z 1X9,(905) 238-1210,"Medical; Aerospace; Security and Defence; Space; Environment ; Aerospace, Medical (News: 2022)",Precision CNC machining; multiaxis turning; CNC prototyping; production machining; cleanroom assembly; testing; specialty finishing; inventory management; raw materials tracing,~42k ft² (site),~70 (site) ; 25 new jobs created (News: 2023),"""$14M (calc from employees); ~$10M (public: ZI 2023)""",NI,Privately held; possible family-owned,CNC Mills (multiaxis); Coordinate Measuring Machines; Laser Engraving Machines ; Advanced manufacturing equipment (News: 2022) ; New machinery and equipment (News: 2023),refer to site,refer to site,NI,Yes,,Canada ; Ontario (News: 2022) ; Ontario (News: 2023),Yes,,,
MTD Micro Molding,CY,"High-end, medical-focused moldmaker",https://www.mtdmicromolding.com,Gemini,15 Trolley Crossing Road,Charlton,MA,1507,(800) 998-5549,Medical; Healthtech; Bioabsorbable devices ; Medical (News: 2023) ; Micro medical device components (News: 2023) ; Medical device (News: 2023) ; Medical (News: 2017),"Micro materials selection and design; Micro tooling and molding; Micro metrology and assembly; Packaging and prototyping services; Expertise in problem-solving for medical device innovations; ISO 13485 ; Micromolding (News: 2023) ; Tooling and molding (News: 2023) ; Micro-injection molding, overmolding (News: 2023) ; Micro medical device components (News: 2023) ; Ultrasonic molding capability (News: 2023) ; Micro molding (News: 2023) ; Bioabsorbable molding, micro-mold simulation (News: 2017)","~30,000 ft² (zoominfo) ; 24,000 (News: 2023)",90 (calc from revenue_site),"""$10M (calc from employees); $18M (calc from sqft)""",NI ; 50 (News: 2023),Privately held; leadership team focused on innovation and quality in medical micromolding,CMM / Metrology Systems ; Advanced metrology equipment (News: 2023) ; Advanced micromolding technology (News: 2023) ; New equipment for tooling and molding (News: 2023) ; Advanced overmolding equipment (News: 2023) ; Advanced micro molding technology (News: 2023) ; Ultrasonic molding technology (News: 2023) ; Advanced micro molding technologies (News: 2023),NI,NI,NI,NI,,E.Mass,Yes,,,
Tri-Way Mold & Engineering,CY,"High-end, precision tooling shop",https://www.tri-waymold.com,GPT deep research,15363 E. 12 Mile Road,Roseville,MI,48066,(586) 776-0700,Automotive; Consumer products; Electronics; Industrial,Design and manufacture of prototype and production plastic injection molds; Mold repair and maintenance services; Low volume molding capabilities; Offshore tooling management and production; Use of high-speed CNC machining and EDM technologies; CNC; EDM; Wire EDM; Sinker EDM,"20,850 ft² (site)",~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),49,Privately held,Van Dorn (170-ton Injection Molding Tryout Press) ×1; CNC Mills; Wire EDM; Sinker EDM,refer to site,refer to site,Yes,NI,,Mich,NI,,,
Twin Mold & Engineering,CY,"High-end, private moldmaker",https://twinmold.com,GPT deep research,51738 Filomena Dr.,Shelby Township,MI,48315,(586) 532-8558,Automotive; Consumer Products; Industrial,"Injection mold design and engineering; Prototype development using customer or in-house designs; Injection mold repair and maintenance; CNC, EDM, and Boring Mill services",~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",21,Privately held; possible family-owned,Makino (3-axis VMC); Haas (3-axis VMC); Sodick Wire EDM; Zeiss CMM,Yes,NI,Yes,Yes,,Mich,NI,,,
Burteck LLC,CY,"High-end, precision tooling shop",https://burteckllc.com,GPT deep research,55 Griffin Rd South,Bloomfield,CT,06002,(860) 219-1406,"Medical, Automotive, Consumer Products ; Medical, Aerospace (News: 2023) ; Automotive, Consumer goods (News: 2023)","Class 101, CNC, Sinker EDM ; Plastic injection molds (News: 2023) ; Precision mold manufacturing (News: 2023)","40,000 ft² (site) ; 20000 (News: 2020) ; 30,000 (News: 2023)",30+ (site) ; 20 (News: 2023),"""$6M (calc from employees); ~$5M (public: ZI 2023)""",15,Privately held; founded by Peter Burgess in 2010.,"Mikron HSM 500 LPM (High-Speed VMC), AgieCharmilles (Sinker EDM), 5-axis CNC High Speed Machining Center with integrated robotic automation ; New equipment planned (News: 2023) ; Advanced machinery (News: 2023)",refer to site,Yes,NI,refer to site,,"No region ; Torrington, Connecticut (News: 2023)",Yes,,,
Basilius Inc.,CY,"High-end, private moldmaker",https://www.basilius.com,GPT deep research,4338 South Ave,Toledo,OH,43615,(419) 536-5810,Automotive; Consumer Products; Medical; Industrial; Military & Law Enforcement,Injection molding; Mold building; Industrial automation; Engineering support,"~50,000 ft² (zoominfo)",~50 (estimate),"""$10M (calc from employees); ~$10M (estimate)""",NI,Privately held; possible family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,refer to site,,No region,Yes,,,
"Executool Precision Tooling, Inc.",CY,"High-end, precision tooling shop",https://www.executool.net,GPT deep research,2727 West 16th St.,Erie,PA,16505,(814) 836-1141,Automotive; Electronics; Medical; Aerospace,Complete mold design and manufacturing for plastic and metal injection molds; Specializes in tight tolerance engineering-grade resin polymers; Offers mold repair and production capability improvements; Provides integrated services for complete mold manufacturing and injection molding solutions; ISO 13485,~30k ft² (zoominfo),~50 (zoominfo),"""$10M (calc from employees); ~$5M (public: ZI 2023)""",NI,"Privately held; leadership includes long-term employees like Ed, the Molding Manager; possible family-owned elements.",Wire EDM; CNC Mills; Injection Molding Tryout Presses,refer to site,refer to site,Yes,refer to site,,W.Pa,Yes,,,
American Tool and Mold,CY,"High-end, medical-focused moldmaker",https://americantoolandmold.com,GPT deep research,1700 Sunshine Drive,Clearwater,FL,33765,(727) 447-7377,Aerospace; Medical; Consumer Products; Electronics,Precision mold manufacturing and engineering services; Design for Manufacturing (DFM); Failure Mode Effect Analysis (FMEA); Mold flow analysis; Conformal cooling; Comprehensive mold management,~50k ft² (zoominfo),~100 (estimate),"""$20M (calc from employees); ~$30M (calc from sqft)""",NI,Privately held; woman-owned business; family-owned?,CNC Mills (5-axis); Injection Molding Tryout Presses; CMM / Metrology Systems,NI,Yes,NI,Yes,,No region,Yes,,,
Midstate Mold & Engineering,CY,"High-end, precision tooling shop",https://www.midstatemold.com,GPT deep research,20 Liberty Way,Franklin,MA,2038,(508) 520-0011,Medical; Industrial; Life Sciences; Electronics,Plastic injection molding; Mold making; Tool storage; Prototype development; Design assistance; Insert and overmolding; ISO 9001,~30k ft² (zoominfo),~40 (zoominfo),"""$8M (calc from employees); ~$5M (public: ZI 2023)""",60,Privately held; family-owned,Makino; Yasda; CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,NI,Yes,,E.Mass,Yes,,,
Precise Tooling Solutions,CY,High-end precision moldmaker,https://www.precisetooling.info/,GPT deep research,3150 Scott Dr,Columbus,IN,47201,(812) 378-0247,Plastic Injection Molding; Metal Fabrication; Machine Trade,CNC machining; EDM; Injection mold repair; maintenance; engineering change services,"~30,000 ft² (zoominfo)",~50 (zoominfo),$10M (calc from employees); ~$5M (public: ZI 2023),NI,Privately held; part of Noblitt International Corporation,Mitsubishi EDM machines; CNC mills and lathes,refer to site,NI,Yes,NI,,No region,NI,,,
"Advance Mold & Manufacturing, Inc.",CY,"High-end, precision tooling shop",https://www.advancemold.com/,GPT deep research,4 Open Square Way,Holyoke,MA,1040,(413) 532-0555,Automotive; Medical; Consumer products; Electronics; Aerospace,Custom injection mold design and manufacturing; Precision CNC machining and EDM services; Mold repair and maintenance; Tryout and validation of molds; Engineering and design support for complex projects,"~50,000 ft² (public: ZoomInfo 2024)",~80 (public: LinkedIn 2024),$16M (calc from employees); ~$17.9M (public: ZoomInfo 2024),66,Privately held; founded in 1959; leadership focused on quality and innovation.,Makino D200Z (5-axis) ×1; Sodick VL600Q (Wire EDM) ×1; Zeiss Contura (CMM) ×1,NI,Yes,Yes,NI,,E.Mass,Yes,,,
Beacon MedTech Solutions,CY,"High-end, medical-focused moldmaker",https://beaconmedtech.com,Perplexity,32 Jungle Rd,Leominster,MA,1453,(978) 365-3867,"Medical; Life Sciences; Bio-Pharma; Aerospace; Defense; Technology ; Medical, Engineered Products (News: 2023)",LSR; liquid silicone rubber; Class 101; CNC; Clean room; Clean rooms; DFM; ISO 13485 ; Precision manufacturing (News: 2023),"110,000 ft² (site)",~100 (estimate),"""$20M (calc from employees); ~$20M (estimate)""",NI,Privately held; part of Beacon Manufacturing Group,Engel (Injection Molding Tryout Press); Arburg (Injection Molding Tryout Press); CMM / Metrology Systems,NI,NI,Yes,NI,,E.Mass,Yes,,,
Die Mold Tool Ltd.,CX,,https://die-moldtool.com,Perplexity,82 Todd Road,Georgetown,Ontario,L7G 4R7,(905) 877-3071,Automotive; Consumer products; Industrial applications; Packaging,Custom plastic injection mold design and engineering; Mold repair and maintenance; Optimization of mold cavities for efficiency; Reduction of cycle time and downtime in mold operations,NI,"""""",NI,NI,Privately held; President Lynn McKenzie; Family-owned.,Makino (CNC machine); Yasda (CNC machine),refer to site,refer to site,Yes,Yes,,Canada,NI,,,
"Triumph Tool NC, Inc.",CX,,https://triumphtool.com,Perplexity,44 Buck Shoals Rd. Unit B3-B4,Arden,NC,28704,(800) 265-4955,Metalworking; Manufacturing; Industrial,Distribution of metalworking tools; Consultation and support for tool selection and application; Access to a wide network of suppliers for specialized tool needs; Customer service and technical support for metalworking solutions,~10k ft² (zoominfo),~20 (zoominfo),"""$4M (calc from employees); ~$5M (public: ZI 2023)""",NI,"Affiliated with Triumph Tool Ltd., a Canadian company; privately held.",CMM / Metrology Systems,NI,NI,NI,NI,,No region,NI,,,
Precision Mold Supplies Ltd.,CX,,http://precisionmoldsupplies.com,Perplexity,574 52 St.,Delta,BC,V4M 3S5,(604) 943-7702,Plastics; Die Casting; Tool Making; Machine Shops,Distribution of mold components and bases; Supply of polishing supplies and cutting tools; Provision of auxiliary machinery for tool makers and machine shops; Long-term partnerships with North American suppliers to offer competitive pricing,"~30,000 ft² (zoominfo)",~10 (estimate),$6M (calc from sqft); ~$2M (estimate),34,Privately held; family-owned; President Ahmed Nizam,Makino; Yasda; Kern,refer to site,refer to site,NI,Yes,,Canada,NI,,,
Toledo Metal Spinning Company,C?,,https://toledometalspinning.com/,Grok,1819 Clinton St.,Toledo,OH,43607,(419) 214-3245,"Food processing and home brewing; Plastics and transportation; Marine industry metal fabrication; Industrial machinery and equipment; Construction and heavy industry; Medical and pharmaceutical sectors ; Aerospace, defense, commercial (News: 2023)","Deep drawing and metal stamping, including stainless steel and hydroforming techniques; CNC metal spinning and spin forming, both manual and automated; Precision machining and milling services with CNC technology; Secondary metal forming services such as beading, edge rolling, and trimming; Precision welding and metal finishing, including polishing and laser cutting; Engineering support with build-to-print tool design and custom machining; CNC; Wire EDM; Sinker EDM ; Metal spinning, deep drawing, hydroforming (News: 2023) ; Precision metal spinning (News: 2023)","~50,000 ft² (zoominfo)",25 (calc from revenue_site),"""$10M (calc from employees); $30M (calc from sqft)""",NI,Privately held; ISO 9001:2015 certified. ; Family-owned (News: 2023),CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; Injection Molding Tryout Presses; CMM / Metrology Systems ; New equipment added (News: 2023),Yes,Yes,NI,Yes,,No region,Yes,,,
Apex Machine Company Inc.,C?,,https://apexmachine.com/,Grok,3000 NE 12th Terrace,Fort Lauderdale,Florida,33334-4497,(954) 566-1572,"Automotive, Medical & Pharmaceutical, Packaging & Containers, Household & Sports","engineered printing solutions, turnkey parts handling and printing systems, dry offset, pad print, flexography, digital printing technologies, specialty inspection, packaging, assembly add-ons, field service engineers, spare parts","~40,000 ft² (zoominfo)","""~50 (estimate)""","""$11M (calc from sqft); ~$10M (estimate)""",115,Privately held; family-owned,CNC Mills (3-axis) ; New printing technology (News: 2016),Yes,NI,Yes,Yes,,No region,Yes,,,
U.S. Industrial Tool & Supply Co.,C,,https://ustool.com/,Grok,201 Hindry Ave,Inglewood,CA,90301,(310) 410-4907,Aerospace; Automotive; Manufacturing,"Manufacturing of stationary hot and cold dimpling machines; Production of accessory tooling and spare parts for aviation requirements; Custom-made tools designed with safety, ergonomic, and innovative materials; Supply of riveting tools, sheet metal tools, air tools, and military tools",~30k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",NI,Privately held; American-owned and operated; Family-owned,No valid equipment found.,NI,NI,Yes,Yes,,No region,NI,,,
Phinney Tool and Die Co.,CY,"High-end, private",https://phinneytool.com/,Grok,11023 West Center St. Ext.,Medina,NY,14103,(585) 798-3000,HVAC; Metalworking; Heat Transfer; Manufacturing,Design and build of Turbulators for heat exchangers; Production of progressive type tube sheet dies and lines; Retrofit and repair services for existing tooling and dies; Manufacturing of spare tooling such as pierce punches and die inserts,"25,000 ft² (site)",~50 (zoominfo),$10M (calc from employees); ~$10M (zoominfo),82,Privately held; established in 1943.,Makino (3-axis VMC); Haas (3-axis VMC); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,No region,NI,,,
Vortool Manufacturing,CX,,https://vortool.com/,Grok,19358-96 Ave.,Surrey,BC,V4N 4C1,(604) 239-7218,"Automotive; Aerospace; Consumer products; Industrial manufacturing ; Automotive, Consumer goods (News: 2023)","Tool and die design and manufacturing; Metal stamping die repair and maintenance; Wire EDM cutting and CNC machining; Heat treating and hardness testing; Custom extrusion punching dies and pneumatic punch presses ; Custom tool and die solutions (News) ; Precision tooling, Mold design and manufacturing (News: 2023) ; Progressive stamping die re-design (News: 2023)","~30,000 ft² (zoominfo)",~40 (estimate),"""$8M (calc from employees); $18M (calc from sqft); ~$5M (estimate)""",45+,Privately held; founded over 45 years ago,"AirHead pneumatic presses; Wire EDM; CNC machining centers ; Advanced machinery (News) ; Advanced CNC machinery (News: 2023) ; Advanced CAD software, precision machining (News: 2023)",refer to site,refer to site,Yes,NI,,Canada,NI,,,
Precision Mold & Machining Services Inc.,CY,"High-end, precision tooling shop",https://precisionmold.com/,Grok,13143 East 9 Mile Road,Warren,MI,48089,(586) 774-2330,Aerospace; Automotive; Defense,3-axis CNC machining; 5-axis CNC machining; Sinker EDM machining; Electrode design and manufacturing; Deep hole and gun drilling; Injection mold repairs and maintenance,"~30,000 ft² (public: ZI 2023)",40 (site),"""$8M (calc from employees); $18M (calc from sqft)""",15,Privately held; fourth-generation ownership by Brandon and Taylor Loehr; family-owned.,DMU 85 monoBLOCK (5-axis) ×1; DMU 210 P (5-axis) ×1; AWEA LP4025 YZF (large table) ×1,NI,Yes,Yes,Yes,,Mich,NI,,,
Aalbers Tool & Mold Inc.,CX,,https://aalberstool.com/,Grok,5390 Brendan Lane,Oldcastle,Ontario,N0R 1L0,(442) 299-7114,Automotive; Consumer Goods; Industrial; Recreational,Full-service mold design; High-speed CNC machining; Comprehensive mold building and repair services; Manufacturing and stocking of standard components; Expertise in international logistics and documentation ; Test rig for mold cooling optimization (News: 2023),"117,000 ft² (site)",160 (site) ; 33 new jobs created (News: 2014) ; 10 new jobs created (News: 2023) ; 10 new jobs created (News: 2015),$32M (calc from employees),NI,Privately held; family-owned; Founder and Owner Gary Aalbers; President Aaron Aalbers,High Speed CNC Machines ×25 ; Advanced equipment and technology (News: 2014) ; Advanced sensors and data logging capabilities (News: 2023) ; New equipment investment (News: 2015),refer to site,refer to site,Yes,Yes,,Canada ; Ontario (News: 2014) ; Southwestern Ontario (News: 2023) ; Southwestern Ontario (News: 2015),NI,,,
"Kingson Mold And Machine, Inc.",CY,"High-end, medical-focused moldmaker",https://kingsonmold.com/,Grok,1350 Titan Way,Brea,CA,92821,(714) 871-0221,"Medical, Aerospace, Automotive, Electronics, Consumer ; Automotive, Consumer goods (News: 2023)","Liquid silicone rubber mold making; Part and tooling design; Prototype and production tooling; Pre-production tool prove-out; Turnkey project management; Mold trials, overhaul, and maintenance; LSR; liquid silicone rubber; CNC; Wire EDM; Sinker EDM ; Precision moldmaking (News: 2023)",~30k ft² (zoominfo),30 (site),$6M (calc from employees); ~$5M (public: ZI 2023),48,Privately held; family-owned since 1977,Sodick HS650L; Litz CV-1600; Litz V-1 (5-axis); Haas VF 2; Sodick AG40L (Sinker EDM); Sodick AQ300L (Wire EDM); Zeiss Contura (CMM); Boao Laser welder; Arburg Allrounder (Injection Molding Tryout Press). ; Advanced equipment and technology (News: 2023),refer to site,Yes,Yes,Yes,,No region,Yes,,,
General Tool Company,CY,"High-end, private",https://gentool.com/,Grok,101 Landy Lane,Cincinnati,OH,45215,(513) 733-5500,"Aerospace; Defense ; Aerospace, Medical (News: 2023) ; Aerospace, Defense (News: 2023)","Precision machining; Fabrication; Assembly; Testing; Onsite installation; Project management; Quality assurance ; Mold building, Tool & die (News: 2023)",~100k ft² (zoominfo),285 (site),~$50M (estimate); $57M (calc from employees); $60M (calc from sqft),75,Privately held; Family-owned,Makino (5-axis); Yasda (5-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems ; CNC machines (News: 2023) ; Advanced machinery (News: 2023),Yes,Yes,NI,Yes,,No region ; Cincinnati (News: 2023),Yes,,,
Mathias Die Company,CY,"High-end, precision tooling shop",https://mathias-die.com/,Grok,391 Malden Street,South St. Paul,MN,55075,(800) 899-3437,Packaging; Automotive; Medical devices; Electronics,"Steel rule die manufacturing and custom tooling; Die cutting and stamping services; Precision machining and wire EDM; Laser cutting, water jet cutting, and NC knife and router cutting; Engineering support and contract manufacturing; Training workshops and press operator training; Wire EDM",~40k ft² (zoominfo),~50 (zoominfo),"""$11M (calc from sqft); ~$10M (public: ZI 2023)""",NI,Privately held; veteran-owned,Makino; Wire EDM,refer to site,refer to site,NI,NI,,Minn,Yes,,,
Die Technology Inc.,CY,"High-end, precision tooling shop",https://dietechnology.com/,Grok,"12925 42nd Street NE, Ste 100",St. Michael,MN,55376,(763) 424-9677,"Energy & Defense; Medical; Electronics ; Medical, Aerospace, Electronics (News: 2023)","precision stamping dies; tools and fixtures; wire EDM; sinker EDM; small hole EDM; high precision milling; turning services; tooling and fixture solutions; precision jig grinding services ; Precision machining and tooling solutions (News: 2020) ; Precision machining services (News: 2023) ; Precision tooling, Micro-molding, Micro-machining (News: 2023)","~30,000 ft² (public: ZI 2023)","""90 (calc from revenue_site)""","""$10M (calc from employees); $18M (calc from sqft)""",NI,Privately held; known for a strong focus on innovation and quality.,"Wire EDM; Sinker EDM; Small Hole EDM; CNC Mills (3-axis); CNC Mills (5-axis) ; Advanced machining equipment (News: 2023) ; Advanced CNC machines, Precision grinding equipment (News: 2023)",Yes,Yes,NI,NI,,"Minn ; St. Michael, Minnesota (News: 2020)",Yes,,,
"Precision Die and Stamping, Inc.",CY,"High-end, precision tooling shop",https://precisiondie.com/,Grok,1704 W. 10th Street,Tempe,AZ,85281,(480) 967-2038,Automotive; Aerospace; Electronics; Hardware; Lawn and garden equipment ; Aerospace (News: 2023),"Design and engineering of progressive dies; In-house die manufacturing using CAD-CAM technology; High-volume metal stamping production; Assembly, deburring, and heat treatment processes; Final inspection and quality assurance; CNC","100,000 ft² (site)",Fewer than 100 (site),$20M (calc from sqft),61,Privately held; founded in 1964.,State-of-the-art CMM machines; CAD-CAM technology for die manufacturing.,NI,NI,NI,NI,,"No region ; Tempe, Arizona (News: 2008)",NI,,,
Precision Die Systems Corporation,CY,"High-end, precision tooling shop",https://www.precisiondiesystems.com/,Grok,2700 Olson Drive,Chippewa Falls,WI,54729,(715) 861-5704,Adhesives; Aerospace; Building Materials; Energy; Healthcare,"Manufacturing of precision industrial slot coating dies and extrusion dies; Custom die design and consulting services; Die repair, refurbishment, and maintenance services; Provision of high-quality die replacement parts and aftermarket ancillary equipment; Equipment leasing options for slot die coating stations",~30k ft² (zoominfo),~40 (estimate),$8M (calc from employees); ~$5M (estimate),11,Privately held; founded in 2014.,Makino (5-axis); Yasda (3-axis); CNC Mills (3-axis); CNC Mills (5-axis); Wire EDM; Sinker EDM; CMM / Metrology Systems,Yes,Yes,Yes,NI,,Wisc,Yes,,,
IQS Directory,CX,,https://www.iqsdirectory.com/,Grok,1500 East Beltline Ave SE,Grand Rapids,MI,49506,(616) 285-3129,OEM industrial manufacturing; Automotive; Aerospace; Electronics; Packaging,"Provides targeted and efficient search results for industrial supply chain needs; Offers a patented request for quote process for connecting buyers with multiple suppliers; Delivers detailed manufacturer descriptions, including contact details and customer reviews; Facilitates geographic region searches to find local or global suppliers",NI,"""""",NI,NI,"Privately held; founded by Mike Meiresonne, who has extensive experience in industrial directories.",NI,NI,NI,NI,refer to site,,Mich,NI,,,
